[002:OBNA#0016]	墓園@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[060:LSCR#0212]	哎唷!\255\003真的很痛!
[060:LSCR#0212]	等一下^\255\003這裡正發生很詭異的事^\255\009\025\000
[060:LSCR#0212]	不要嘗試調整你的電視機!
[060:LSCR#0212]	爸!\255\003媽!
[060:LSCR#0212]	你們兩個在這裡做什麼?
[060:LSCR#0212]	我們來找你的。
[060:LSCR#0212]	你跑到哪裡去了?
[060:LSCR#0212]	你們來找我?\255\003但我還以為你們拋棄我了!
[060:LSCR#0212]	我們怎麼可能那樣做?\255\003我們可是這麼有愛心的父母。
[060:LSCR#0212]	沒錯,我們是。
[060:LSCR#0212]	那你們兩個到底想幹嘛?\255\009\006\000
[060:LSCR#0212]	我們有些消息要告訴你,兒子。
[060:LSCR#0212]	真的?\255\003太好了!\255\003是什麼?
[060:LSCR#0212]	嗯,我們打算用唱歌的方式告訴你。
[060:LSCR#0212]	喔。好吧^
[060:LSCR#0212]	蓋布拉許
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	長度 = \255\004\003\064
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖
[060:LSCR#0212]	肋
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	\255\007\047\000骨,連接著^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	^\255\007\048\000骨^
[060:LSCR#0212]	頭
[060:LSCR#0212]	手臂
[060:LSCR#0212]	腿
[060:LSCR#0212]	髖部
[060:LSCR#0212]	肋骨
[060:LSCR#0212]	\255\007\047\000的骨頭連著
[060:LSCR#0212]	\255\007\047\000的骨頭連著
[060:LSCR#0212]	^\255\007\048\000的骨頭^
[060:LSCR#0212]	^\255\007\048\000的骨頭^
[060:LSCR#0212]	蓋布拉許
[060:LSCR#0212]	里察克@
[060:LSCR#0212]	哇啊啊！！！
[060:LSCR#0212]	蓋布拉許
[060:LSCR#0212]	怎麼了？出什麼事了？
[060:LSCR#0212]	你怎麼又離開我了？
[060:LSCR#0212]	哇嗚——！
[060:LSCR#0212]	哈哈哈哈！
[060:LSCR#0212]	蓋布拉許
[060:LSCR#0212]	里察克！\255\003但我明明殺了你！
[060:LSCR#0212]	你才沒殺死我,你這個小白痴！
[060:LSCR#0212]	我們初次見面時,我早就已經是鬼魂了！
[060:LSCR#0212]	你剛剛摧毀了我的靈魂精華^\255\003這份「恩情」,我現在就要好好回報你！
[060:LSCR#0212]	啊啊啊啊啊啊！！！！
[060:LSCR#0212]	蓋布拉許
[060:LSCR#0212]	哇！這是什麼夢啊！
[060:LSCR#0214]	哇^\255\003還真不賴。
[060:LSCR#0214]	我得把這個記下來！
[060:LSCR#0214]	^\255\007\047\000的骨頭連著\255\007\048\000的骨頭^
[060:SCRP#0088]	HRLPAHRLPAHRL.
[060:SCRP#0088]	PAHLPAHRLAHRP.
[060:SCRP#0088]	LHPRAHLPAHRPA.
[060:SCRP#0088]	AHRLPAHRPLHPR.
[060:SCRP#0088]	HRPAHRLPAHRPL.
[060:SCRP#0088]	RLPHRLAHRLPAH.
[060:SCRP#0088]	LPARLPHRLAHRP.
[060:SCRP#0088]	RAHLPARLPHRLA.
[061:OBNA#0693]	地面@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[061:OBNA#0694]	門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[061:VERB#0695]	裡面沒什麼有趣的東西。
[061:VERB#0695]	已經開著了。
[061:OBNA#0695]	窗戶@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[061:VERB#0696]	這裡可不是《猴島1》。
[061:OBNA#0696]	望遠鏡@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[062:OBNA#0697]	門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[062:VERB#0698]	這裡有成百上千張地圖！
[062:VERB#0698]	我才不管其他那些。
[062:VERB#0698]	我不想全部都拿,而且我也分不出哪張是瑪莉總督的！
[062:VERB#0698]	這裡有好幾百張！\255\003就算其中一張真是大驚奇的地圖碎片,我也絕對找不出來！
[062:OBNA#0698]	一堆@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[062:VERB#0699]	那就是偷走我地圖的那隻鳥！
[062:VERB#0699]	才不要。牠看起來會咬人。
[062:OBNA#0699]	鳥@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[062:VERB#0700]	這不是我的東西,不能亂用。
[062:OBNA#0700]	地圖碎片@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[062:VERB#0702]	是美麗的布提島。
[062:OBNA#0702]	窗戶@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[062:LSCR#0201]	這太瘋狂了^
[062:LSCR#0201]	^但說不定行得通。
[062:LSCR#0201]	哈囉？\255\003小蓋布拉許？
[062:LSCR#0201]	乖狗狗！
[062:LSCR#0201]	快回家去吧。
[062:LSCR#0201]	這才是聽話的狗狗嘛。
[062:LSCR#0201]	牠好像對這味道沒什麼興趣。
[066:VERB#0708]	太重了,沒辦法帶著游泳。
[066:VERB#0708]	笨BUG！
[066:VERB#0708]	太重了,要是撿起來,我就沒辦法游到水面上。
[066:VERB#0708]	我可不想做任何會讓它貶值的事。
[066:OBNA#0708]	猴頭@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[066:VERB#0704]	太重了,沒辦法帶著游泳。
[066:VERB#0704]	看起來真的很重。
[066:VERB#0704]	真是件珍貴的古董。
[066:VERB#0704]	我可不想做任何會讓它貶值的事。
[066:OBNA#0704]	猴頭@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[066:VERB#0705]	看起來是通往凱特的船的錨繩。
[066:VERB#0705]	我可以直接游到水面上。\255\003不需要搭錨的便車。
[066:OBNA#0705]	繩子@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[066:VERB#0707]	從這麼深的地方看,凱特的船看起來真小。
[066:VERB#0707]	這顆猴頭太重了,沒辦法帶到水面上。\255\003這遊戲又沒有「放下」這個指令,我這下真的完了。
[066:OBNA#0707]	水面@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[066:VERB#0706]	看起來是凱特的錨。
[066:VERB#0706]	我可以直接游到水面上。\255\003不需要搭錨的便車。
[066:VERB#0706]	那太重了,撿不起來。
[066:OBNA#0706]	錨@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[066:EXCD#0066]	走到@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[066:ENCD#0066]	游到@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[066:LSCR#0201]	蓋布拉許
[066:LSCR#0202]	蓋布拉許
[066:LSCR#0202]	蓋布拉許
[066:LSCR#0202]	走到@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[066:LSCR#0203]	啊咳咳！！！\255\003我快淹死了！
[066:LSCR#0203]	得把這東西丟掉！
[066:LSCR#0204]	河豚
[066:LSCR#0204]	鼓起
[068:SCRP#0101]	在加勒比海深處,被永無止盡的風暴掩藏著,里察克的堡壘座落於此^\255\002
[068:SCRP#0101]	拉戈@@@
[068:SCRP#0101]	那麼^\255\003^我們什麼時候要把那個浮腫的老傻瓜復活啊？
[068:SCRP#0101]	里察克@
[068:SCRP#0101]	糟了^
[068:SCRP#0101]	這次我就當沒聽到,拉戈^\255\003^純粹是因為聽說你找到了蓋布拉許·斯瑞克伍德。
[068:SCRP#0101]	是「斯瑞普伍德」^而且我在痂島找到他了。
[068:SCRP#0101]	很好。\255\003任何想占里察克便宜的人,都得付出代價。\255\003我要你把蓋布拉許給我帶來,而且要活著帶來。\255\003這件事我就交給你了。\255\003別讓我失望。
[068:SCRP#0101]	絕不會,巫毒爵爺。
[068:SCRP#0101]	嗯^\255\003^蓋布拉許·斯瑞普伍德完蛋了。\255\003我需要你開始幫我做一個非常特別的娃娃。
[068:SCRP#0101]	樂意之至。
[068:SCRP#0102]	拉戈@@@
[068:SCRP#0102]	里察克@
[068:SCRP#0102]	與此同時,回到堡壘^\255\002
[068:SCRP#0102]	嗯^\255\003拉戈^\255\003我聽說蓋布拉許在找大驚奇的失落寶藏。\255\003這是真的嗎？
[068:SCRP#0102]	呃^是的,大人,不過^\255\003一箱錢對他能有什麼用呢？
[068:SCRP#0102]	重要的不是寶藏本身。\255\009\007\000\255\003我在意的是埋在寶藏底下的東西。\255\003絕不能讓他找到大驚奇的寶藏。\255\003辦好這件事。\255\009\006\000
[068:SCRP#0102]	是,大人。
[068:SCRP#0103]	拉戈@@@
[068:SCRP#0103]	里察克@
[068:SCRP#0103]	在里察克堡壘的深處^\255\002
[068:SCRP#0103]	啊^\255\003里察克大人^\255\003我很遺憾地報告,蓋布拉許找到了一片大驚奇的地圖碎片。
[068:SCRP#0103]	要是他再找到一片,你會更遺憾。\255\009\006\000\255\003不惜一切代價阻止他^\255\003但記住^\255\003我要他活著。\255\009\006\000
[068:SCRP#0103]	是,大人。
[068:SCRP#0103]	噁心鬼。
[068:SCRP#0104]	拉戈@@@
[068:SCRP#0104]	里察克@
[068:SCRP#0104]	再一次^\255\002
[068:SCRP#0104]	啊^
[068:SCRP#0104]	里察克大人^\255\003我只是想稟報,您要的新刑房已經蓋好了。
[068:SCRP#0104]	很好。
[068:SCRP#0104]	你還有什麼要稟報的嗎?\255\009\007\000
[068:SCRP#0104]	啊^
[068:SCRP#0104]	沒有^
[068:SCRP#0104]	呃^
[068:SCRP#0104]	還有一件小事。
[068:SCRP#0104]	我猜是跟抓蓋布拉許有關吧?
[068:SCRP#0104]	呃^\255\003算是吧^
[068:SCRP#0104]	你放任他找到第二塊地圖碎片了,對不對!!\255\009\006\000
[068:SCRP#0104]	你這蠢材!
[068:SCRP#0104]	你給我把船準備好,親自出海去追他!\255\009\006\000
[068:SCRP#0104]	找到他,不然就死路一條!
[068:SCRP#0105]	拉戈@@@
[068:SCRP#0105]	里察克@
[068:SCRP#0105]	在里察克要塞深處,等等等等等等^\255\002
[068:SCRP#0105]	拉戈!
[068:SCRP#0105]	呃^
[068:SCRP#0105]	您找我?
[068:SCRP#0105]	蓋布拉許·斯瑞普伍德找到大驚奇地圖第三塊碎片,是真的嗎?\255\009\006\000
[068:SCRP#0105]	啊^\255\003是的大人^\255\003我正要^
[068:SCRP#0105]	你怎麼不親自來稟報我?
[068:SCRP#0105]	呃^\255\003我是想先確認他是不是真的^
[068:SCRP#0105]	拉戈^
[068:SCRP#0105]	你當我信任的手下已經很多年了^
[068:SCRP#0105]	但我絕不會手軟,把你的內臟拖在我的船後面^\255\009\006\000
[068:SCRP#0105]	^要是你不在他找到寶藏之前把蓋布拉許帶來見我!
[068:SCRP#0106]	拉戈@@@
[068:SCRP#0106]	里察克@
[068:SCRP#0106]	打哈欠\255\002
[068:SCRP#0106]	里察克大人^
[068:SCRP#0106]	^我有好消息,也有壞消息。
[068:SCRP#0106]	壞消息是,蓋布拉許找到最後一塊地圖碎片了。
[068:SCRP#0106]	啊^\255\003好消息是,我有個萬無一失的計畫。
[068:SCRP#0106]	啊^\255\003您瞧^\255\003他一定得把地圖拿去給製圖師破解才行。\255\003我會在他到達之前先攔截他。
[068:SCRP#0106]	要是你的計畫失敗了^\255\009\006\000
[068:SCRP#0106]	不會的,巫毒閣下。
[069:SCRP#0082]	數小時後^
[070:OBNA#0716]	通道@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[070:VERB#0717]	是空的。
[070:VERB#0717]	裡面全是巫毒的破爛東西。
[070:VERB#0717]	這就是我當初藏身進來的箱子。
[070:VERB#0717]	我才不要幫里察克搬東西咧。\255\003尤其他給的小費那麼小氣。
[070:VERB#0717]	我才不要再爬回去裡面!
[070:OBNA#0717]	運貨箱@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[070:OBNA#0718]	更多巫毒破爛@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0730]	隧道@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0719]	隧道@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0720]	後方隧道@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0721]	後方隧道@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0722]	大招牌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0723]	木招牌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0724]	普通舊招牌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0725]	破損招牌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0726]	碎木招牌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0727]	招牌\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0728]	釘死招牌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[071:OBNA#0729]	又一塊招牌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:VERB#0741]	太重了。
[072:VERB#0741]	是某種怪異的骷髏雕像。
[072:OBNA#0741]	醜骨怪@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:VERB#0742]	太重了。
[072:VERB#0742]	是某種怪異的骷髏雕像。
[072:OBNA#0742]	醜骨怪@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:VERB#0743]	太重了。
[072:VERB#0743]	是某種怪異的骷髏雕像。
[072:OBNA#0743]	醜骨怪@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:VERB#0744]	太重了。
[072:VERB#0744]	是某種怪異的骷髏雕像。
[072:OBNA#0744]	醜骨怪@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:VERB#0745]	太重了。
[072:VERB#0745]	是某種怪異的骷髏雕像。
[072:OBNA#0745]	醜骨怪@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:VERB#0746]	太重了。
[072:VERB#0746]	是某種怪異的骷髏雕像。
[072:OBNA#0746]	醜骨怪@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:VERB#0747]	太重了。
[072:VERB#0747]	是某種怪異的骷髏雕像。
[072:OBNA#0747]	醜骨怪@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:VERB#0748]	太重了。
[072:VERB#0748]	是某種怪異的骷髏雕像。
[072:OBNA#0748]	醜骨怪@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:OBNA#0731]	拱門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[072:OBNA#0732]	拱門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[073:VERB#0752]	這扇門小小的。
[073:OBNA#0752]	小狗門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[073:OBNA#0749]	通往通道的出口@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[073:VERB#0751]	就算是在冒險遊戲裡,我也不可能把這些鎖全部打開。
[073:OBNA#0751]	巨大鎖頭@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[073:VERB#0750]	那扇門真是碩大無比
[073:OBNA#0750]	碩大門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[074:VERB#0753]	我找不到那扇小狗門。
[074:VERB#0753]	已經關上了。
[074:OBNA#0753]	厚重大門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[074:OBNA#0755]	巫毒牢房鑰匙@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[074:OBNA#0754]	里察克的巫毒王座@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[074:SCRP#0076]	里察克@
[074:SCRP#0076]	蓋布拉許·斯瑞普伍德^
[074:SCRP#0076]	你終於被抓到了。
[074:SCRP#0076]	我找遍了每一座島^
[074:SCRP#0076]	航遍了每一片海^
[074:SCRP#0076]	現在你是我的了。
[074:SCRP#0076]	你還有什麼話好說?
[074:SCRP#0076]	\007你要是留張路線圖,事情會簡單得多。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[074:SCRP#0076]	\007哦,幹得好啊。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[074:SCRP#0076]	\007別再往我臉上吐口水了!@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[074:SCRP#0076]	\007要是我能搆到我的海盜工具腰帶就好了^@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[074:SCRP#0076]	(吞口水)
[074:SCRP#0076]	拉戈!
[074:SCRP#0076]	拉戈@@@
[074:SCRP#0076]	是,里察克大人?
[074:SCRP#0076]	把蓋布拉許帶去刑房,把機器準備好。
[074:SCRP#0076]	是,大人。
[075:VERB#0762]	他看起來身體挺硬朗的。\255\003我相信他一定能告訴我那座島在哪裡。
[075:OBNA#0762]	鐵欄後的製圖師@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[075:VERB#0760]	可憐的華利。
[075:VERB#0760]	是華利!!!
[075:VERB#0760]	鎖得死緊。\255\003我肯定需要一把鑰匙。
[075:OBNA#0760]	牢房@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[075:VERB#0761]	還蠻大的。
[075:OBNA#0761]	鑰匙孔@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[075:VERB#0756]	哎呀！
[075:OBNA#0756]	通道@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[075:LSCR#0201]	嘿，蓋布拉許！我在這裡！
[075:LSCR#0201]	唷吼！蓋布拉許，我被關在牢裡
[075:LSCR#0201]	嘿，蓋布拉許！是我，華利！那個製圖師！
[075:LSCR#0201]	謝天謝地你來救我了！
[076:LSCR#0200]	找到鑰匙了嗎？
[076:LSCR#0200]	喔對，鑰匙的事。
[076:LSCR#0200]	華利！
[076:LSCR#0200]	布拉許先生？\255\003真的是你嗎？
[076:LSCR#0200]	我還以為你不會回來了。
[076:LSCR#0200]	怎樣？
[076:LSCR#0200]	\007你還好嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	\007最近如何啊？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	\007你是不是瘦了？看起來氣色不錯。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	\007只是順道來打聲招呼。好了，再見。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	太可怕了！
[076:LSCR#0200]	他們在我辦公室綁架了我^\255\003^把我塞進行李袋帶到這裡^\255\003^還審問了我^
[076:LSCR#0200]	然後他們^
[076:LSCR#0200]	^他們^
[076:LSCR#0200]	什麼？什麼？
[076:LSCR#0200]	他們把我的單片眼鏡沒收了一陣子。
[076:LSCR#0200]	這樣啊。
[076:LSCR#0200]	你覺得這很好笑嗎？
[076:LSCR#0200]	對啊，謝謝你注意到。
[076:LSCR#0200]	什麼？\255\003你不能把我留在這裡！
[076:LSCR#0200]	\007地圖呢，華利！地圖怎麼樣了？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	\007關於你的單片眼鏡，我有件事要坦白。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	\007好了，退後。我要把這扇門撞開。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	\007你可以不要再這樣煩人地晃來晃去嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	\007我要去把那把鑰匙拿回來！@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	\007我要四處看看。你先待著別動。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[076:LSCR#0200]	我要去把那把鑰匙拿回來！
[076:LSCR#0200]	我要四處看看。你先待著別動。
[076:LSCR#0200]	喔，鑰匙在里察克手上，不過誰在乎呢？
[076:LSCR#0200]	誰在乎？！
[076:LSCR#0200]	對啊，他拿走之前我早就把整張圖背下來了。\255\003地圖上畫的是一座叫小丁島的地方，離這裡不遠。
